graph_id,pair,contract,scenario,deployGas,gasUsed,disableGasUsed,claimGasUsed,refundGasUsed,contractAddress,ok,error,caseDir
"hardholdout_ladder_opt4","B->A|evm|fund:ba","CTLCOnly","best_claim","0x10ccbb","64620","","64620","","0x4C7F296CDa347c6Ab7913357c070628EE3E803C1","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt4/B-_A_evm_fund_ba_CTLCOnly_best_claim"
"hardholdout_ladder_opt4","B->A|evm|fund:ba","CTLCOnly","worst_claim","0x10ccbb","64620","0","64620","","0x14B6aa84B5a5Bf511205F6E2888dC11301aE2d62","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt4/B-_A_evm_fund_ba_CTLCOnly_worst_claim"
"hardholdout_ladder_opt4","B->A|evm|fund:ba","CTLCOnly","refund","0x10ccbb","59561","0","","59561","0x3046A733743f5F2e70281eCe939040e9e3d19c9a","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt4/B-_A_evm_fund_ba_CTLCOnly_refund"
"hardholdout_ladder_opt4","B->X1|evm|fund:bx1","CTLCOnly","best_claim","0x117fbb","72874","","72874","","0x43e576E7A41a2c1e805942a61dCcc1b8f27b78Eb","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt4/B-_X1_evm_fund_bx1_CTLCOnly_best_claim"
"hardholdout_ladder_opt4","B->X1|evm|fund:bx1","CTLCOnly","worst_claim","0x117fbb","72874","0","72874","","0x0c6851D29681896A2f166Ae3978A62cA1585962D","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt4/B-_X1_evm_fund_bx1_CTLCOnly_worst_claim"
"hardholdout_ladder_opt4","B->X1|evm|fund:bx1","CTLCOnly","refund","0x117fbb","59561","0","","59561","0xBEC7cD6519bC3f7D60C42E65f19649e4000e5c58","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt4/B-_X1_evm_fund_bx1_CTLCOnly_refund"
"hardholdout_ladder_opt4","B->X2|evm|fund:bx2","CTLCOnly","best_claim","0x117fbb","72874","","72874","","0x750bcb7f0fAcD336B4166aDCa2460760A33Fe749","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt4/B-_X2_evm_fund_bx2_CTLCOnly_best_claim"
"hardholdout_ladder_opt4","B->X2|evm|fund:bx2","CTLCOnly","worst_claim","0x117fbb","72874","0","72874","","0x00E3Edc817b8f94682702a68BB3cb9A20171Adcf","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt4/B-_X2_evm_fund_bx2_CTLCOnly_worst_claim"
"hardholdout_ladder_opt4","B->X2|evm|fund:bx2","CTLCOnly","refund","0x117fbb","59561","0","","59561","0x6D286A0Aafe29C3be7C311deE073A46C855b9C4B","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt4/B-_X2_evm_fund_bx2_CTLCOnly_refund"
"hardholdout_ladder_opt4","B->X3|evm|fund:bx3","CTLCOnly","best_claim","0x117faf","72874","","72874","","0x176A2021eC39a1291Efe5c8ab9Fe264691f02e72","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt4/B-_X3_evm_fund_bx3_CTLCOnly_best_claim"
