graph_id,pair,contract,scenario,deployGas,gasUsed,disableGasUsed,claimGasUsed,refundGasUsed,contractAddress,ok,error,caseDir
"hardholdout_ladder_opt1","B->A|evm|fund:ba","CTLCOnly","best_claim","0x10ccbb","64620","","64620","","0x1e5613d58350Fad9DD65B55fCdEd6Bf9a586F658","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/B-_A_evm_fund_ba_CTLCOnly_best_claim"
"hardholdout_ladder_opt1","B->A|evm|fund:ba","CTLCOnly","worst_claim","0x10ccbb","64620","0","64620","","0xeB9777a4380e2C66FD9919dF0BE8C3271c237c47","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/B-_A_evm_fund_ba_CTLCOnly_worst_claim"
"hardholdout_ladder_opt1","B->A|evm|fund:ba","CTLCOnly","refund","0x10ccbb","59561","0","","59561","0x984DA4eF2F6C39Fc116e8C698D9a290A984D6Dc7","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/B-_A_evm_fund_ba_CTLCOnly_refund"
"hardholdout_ladder_opt1","B->X1|evm|fund:bx1","CTLCOnly","best_claim","0x117fbb","72874","","72874","","0x4A451aBffcE4139140e47538d909da8D26B557E3","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/B-_X1_evm_fund_bx1_CTLCOnly_best_claim"
"hardholdout_ladder_opt1","B->X1|evm|fund:bx1","CTLCOnly","worst_claim","0x117fbb","72874","0","72874","","0x583Ed64CB4392CA3AfEfAF27E2ee922Dd9274fA2","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/B-_X1_evm_fund_bx1_CTLCOnly_worst_claim"
"hardholdout_ladder_opt1","B->X1|evm|fund:bx1","CTLCOnly","refund","0x117faf","59561","0","","59561","0x82eAb93bb7C713fefD02E953cD59D8371E512070","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/B-_X1_evm_fund_bx1_CTLCOnly_refund"
"hardholdout_ladder_opt1","D->B|evm|fund:db","CTLCOnly","best_claim","0x1341aa","68747","","68747","","0xC29fe6449c4b838F63d6bF3607937bdEBB23451E","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/D-_B_evm_fund_db_CTLCOnly_best_claim"
"hardholdout_ladder_opt1","D->B|evm|fund:db","CTLCOnly","worst_claim","0x1341aa","129972","52947","77025","","0x9f2739Af468AC1764c7494f8042Faa5dD4559584","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/D-_B_evm_fund_db_CTLCOnly_worst_claim"
"hardholdout_ladder_opt1","D->B|evm|fund:db","CTLCOnly","refund","0x1341aa","112508","52947","","59561","0xeFAA5bbaE34a7096699f4364105fB6497f4aACB2","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/D-_B_evm_fund_db_CTLCOnly_refund"
"hardholdout_ladder_opt1","X1->Y1|evm|fund:x1y1","CTLCOnly","best_claim","0x11263b","68747","","68747","","0x7BA9933Ec7cBCC0461c773A44B5FDdae071281B7","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/X1-_Y1_evm_fund_x1y1_CTLCOnly_best_claim"
"hardholdout_ladder_opt1","X1->Y1|evm|fund:x1y1","CTLCOnly","worst_claim","0x11263b","68747","0","68747","","0xb7e880ed881b28Fdb3FaAC725e299a4e38dEd9E8","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/X1-_Y1_evm_fund_x1y1_CTLCOnly_worst_claim"
"hardholdout_ladder_opt1","X1->Y1|evm|fund:x1y1","CTLCOnly","refund","0x11263b","59561","0","","59561","0x8dc9df783798C9baA8a19E8F2f562089D5db57FB","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/X1-_Y1_evm_fund_x1y1_CTLCOnly_refund"
"hardholdout_ladder_opt1","Y1->A|evm|fund:y1a","CTLCOnly","best_claim","0x10ccbb","64620","","64620","","0x1Ed5f915BfF3B6b5Cd2a4e813bA1c971Ec2a7E2E","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/Y1-_A_evm_fund_y1a_CTLCOnly_best_claim"
"hardholdout_ladder_opt1","Y1->A|evm|fund:y1a","CTLCOnly","worst_claim","0x10ccbb","64620","0","64620","","0xd68CCD1470b9Ee9fa3199e6b00c64fA8f050693A","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/Y1-_A_evm_fund_y1a_CTLCOnly_worst_claim"
"hardholdout_ladder_opt1","Y1->A|evm|fund:y1a","CTLCOnly","refund","0x10cca3","59561","0","","59561","0x9b7eb8D07C28Ab4EEC9d7Cdd26E607AC9Cf10a90","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_ladder_opt1/Y1-_A_evm_fund_y1a_CTLCOnly_refund"
