graph_id,family,split,pair,contract_type,pattern,num_levels,duplicate_vector,sum_options,max_options_per_level,disable_steps_worst,deploy_gas,best_claim_gas,worst_claim_gas,refund_gas,actual_deploy_calldata_bytes,actual_deploy_sstore_count,actual_deploy_call_count,actual_deploy_opcode_steps,actual_best_claim_calldata_bytes,actual_best_claim_sstore_count,actual_best_claim_call_count,actual_best_claim_opcode_steps,actual_worst_path_calldata_bytes,actual_worst_path_sstore_count,actual_worst_path_call_count,actual_worst_path_opcode_steps,actual_refund_path_calldata_bytes,actual_refund_path_sstore_count,actual_refund_path_call_count,actual_refund_path_opcode_steps
random_v1_16,random_v1,train,D->E|evm|fund:de,CTLCMultipleEdges,multi-level+multi-option,3,2|2|2,6,2,2,1884272,75948,173372,148301,8905,41,0,6216,420,1,1,1597,684,3,1,2909,76,3,1,824
random_v1_16,random_v1,train,C->D|evm|fund:cd,CTLCMultipleEdges,multi-level+multi-option,2,2|2,4,2,1,1653503,80267,137535,112464,8489,31,0,4540,516,1,1,1953,648,2,1,2609,40,2,1,524
random_v1_16,random_v1,train,F->A|evm|fund:fa,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_16,random_v1,train,B->F|evm|fund:bf,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_16,random_v1,train,E->F|evm|fund:ef,CTLCOnly,single-level,1,1,1,1,0,1123899,68735,68735,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_16,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,multi-level+multi-option,2,1|2,3,2,1,1515524,75948,137535,112464,8265,25,0,3795,420,1,1,1597,648,2,1,2609,40,2,1,524
random_v1_16,random_v1,train,E->B|evm|fund:eb,CTLCOnly,multi-level,2,1|1,2,1,1,1284906,72862,129972,112508,7379,16,0,2352,388,1,1,1475,520,2,1,2121,40,2,1,534
random_v1_16,random_v1,train,C->B|evm|fund:cb,CTLCMultipleEdges,multi-level+multi-option,2,1|2,3,2,1,1515512,75948,137535,112464,8265,25,0,3795,420,1,1,1597,648,2,1,2609,40,2,1,524
random_v1_160,random_v1,train,G->A|evm|fund:ga,CTLCOnly,single-level,1,1,1,1,0,1100975,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_160,random_v1,train,D->E|evm|fund:de,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1331110,80267,80267,59539,7945,17,0,2512,516,1,1,1953,516,1,1,1953,4,1,1,224
random_v1_160,random_v1,train,C->D|evm|fund:cd,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1376922,84598,84598,59539,8009,19,0,2688,612,1,1,2309,612,1,1,2309,4,1,1,224
random_v1_160,random_v1,train,E->F|evm|fund:ef,CTLCOnly,single-level,1,1,1,1,0,1146811,72862,72862,59561,7155,10,0,1462,388,1,1,1475,388,1,1,1475,4,1,1,229
random_v1_160,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1422734,88906,88906,59539,8073,21,0,2864,708,1,1,2665,708,1,1,2665,4,1,1,224
random_v1_160,random_v1,train,F->G|evm|fund:fg,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_161,random_v1,train,B->D|evm|fund:bd,CTLCMultipleEdges,multi-level+multi-option,4,1|1|2|1,5,2,3,1769828,71641,209197,184138,8745,36,0,5921,324,1,1,1241,720,4,1,3209,112,4,1,1124
random_v1_161,random_v1,train,G->D|evm|fund:gd,CTLCOnly,multi-level,2,1|1,2,1,1,1261982,68747,129972,112508,7347,15,0,2264,292,1,1,1134,520,2,1,2121,40,2,1,534
random_v1_161,random_v1,train,G->A|evm|fund:ga,CTLCOnly,single-level,1,1,1,1,0,1100975,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_161,random_v1,train,D->A|evm|fund:da,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_161,random_v1,train,C->D|evm|fund:cd,CTLCMultipleEdges,multi-level+multi-option,4,1|1|2|1,5,2,3,1769840,71641,209209,184138,8745,36,0,5921,324,1,1,1241,720,4,1,3209,112,4,1,1124
random_v1_161,random_v1,train,D->G|evm|fund:dg,CTLCOnly,multi-level,2,1|1,2,1,1,1239046,68747,125833,112508,7315,14,0,2176,292,1,1,1134,424,2,1,1780,40,2,1,534
random_v1_161,random_v1,train,F->A|evm|fund:fa,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_161,random_v1,train,D->E|evm|fund:de,CTLCOnly,multi-level,2,1|1,2,1,1,1284870,72874,129972,112508,7379,16,0,2352,388,1,1,1475,520,2,1,2121,40,2,1,534
random_v1_161,random_v1,train,G->F|evm|fund:gf,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_161,random_v1,train,E->F|evm|fund:ef,CTLCOnly,multi-level,3,1|1|1,3,1,2,1377177,68747,165819,148367,7539,20,0,3066,292,1,1,1134,556,3,1,2426,76,3,1,839
random_v1_161,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,multi-level+multi-option,4,1|1|2|1,5,2,3,1884400,75948,213517,184138,8905,41,0,6361,420,1,1,1597,816,4,1,3565,112,4,1,1124
random_v1_161,random_v1,train,F->G|evm|fund:fg,CTLCOnly,multi-level,2,1|1,2,1,1,1239082,68747,125833,112508,7315,14,0,2176,292,1,1,1134,424,2,1,1780,40,2,1,534
random_v1_162,random_v1,train,D->E|evm|fund:de,CTLCMultipleEdges,multi-level+multi-option,4,1|1|2|1,5,2,3,1769840,71641,209197,184138,8745,36,0,5921,324,1,1,1241,720,4,1,3209,112,4,1,1124
random_v1_162,random_v1,train,E->A|evm|fund:ea,CTLCOnly,single-level,1,1,1,1,0,1100963,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_162,random_v1,train,F->B|evm|fund:fb,CTLCMultipleEdges,multi-level+multi-option,3,2|1|2,5,2,2,1700469,71641,173360,148301,8617,33,0,5295,324,1,1,1241,684,3,1,2909,76,3,1,824
random_v1_162,random_v1,train,C->A|evm|fund:ca,CTLCOnly,single-level,1,1,1,1,0,1100975,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_162,random_v1,train,C->D|evm|fund:cd,CTLCMultipleEdges,multi-level+multi-option,3,2|2|4,8,4,2,2160220,75948,173372,148301,9353,53,0,7706,420,1,1,1597,684,3,1,2909,76,3,1,824
random_v1_162,random_v1,train,B->A|evm|fund:ba,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1193590,67334,67334,59539,7753,11,0,1984,228,1,1,885,228,1,1,885,4,1,1,224
random_v1_162,random_v1,train,F->A|evm|fund:fa,CTLCOnly,single-level,1,1,1,1,0,1100975,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_162,random_v1,train,D->C|evm|fund:dc,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_162,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,multi-level+multi-option,3,1|2|2,5,2,2,1769217,71641,173372,148301,8713,36,0,5559,324,1,1,1241,684,3,1,2909,76,3,1,824
random_v1_162,random_v1,train,E->F|evm|fund:ef,CTLCMultipleEdges,multi-level+multi-option,3,1|2|1,4,2,2,1562490,71617,169029,148301,8393,27,0,4550,324,1,1,1241,588,3,1,2553,76,3,1,824
random_v1_163,random_v1,train,C->B|evm|fund:cb,CTLCOnly,multi-level,3,1|1|1,3,1,2,1377165,68747,165831,148367,7539,20,0,3066,292,1,1,1134,556,3,1,2426,76,3,1,839
random_v1_163,random_v1,train,C->D|evm|fund:cd,CTLCMultipleEdges,multi-level+multi-option,2,2|1,3,2,1,1446776,75948,133204,112464,8169,22,0,3531,420,1,1,1597,552,2,1,2253,40,2,1,524
random_v1_163,random_v1,train,F->A|evm|fund:fa,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_163,random_v1,train,B->A|evm|fund:ba,CTLCOnly,single-level,1,1,1,1,0,1100975,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_163,random_v1,train,D->E|evm|fund:de,CTLCOnly,single-level,1,1,1,1,0,1146811,72874,72874,59561,7155,10,0,1462,388,1,1,1475,388,1,1,1475,4,1,1,229
random_v1_163,random_v1,train,B->F|evm|fund:bf,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_163,random_v1,train,D->F|evm|fund:df,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1239462,71641,71641,59539,7817,13,0,2160,324,1,1,1241,324,1,1,1241,4,1,1,224
random_v1_163,random_v1,train,E->F|evm|fund:ef,CTLCOnly,single-level,1,1,1,1,0,1123899,68735,68735,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_163,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,multi-level+multi-option,2,2|1,3,2,1,1515536,80267,137535,112464,8265,25,0,3795,516,1,1,1953,648,2,1,2609,40,2,1,524
random_v1_163,random_v1,train,B->E|evm|fund:be,CTLCOnly,single-level,1,1,1,1,0,1146811,72874,72874,59561,7155,10,0,1462,388,1,1,1475,388,1,1,1475,4,1,1,229
random_v1_164,random_v1,train,C->D|evm|fund:cd,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1331110,80267,80267,59539,7945,17,0,2512,516,1,1,1953,516,1,1,1953,4,1,1,224
random_v1_164,random_v1,train,F->A|evm|fund:fa,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_164,random_v1,train,D->E|evm|fund:de,CTLCOnly,single-level,1,1,1,1,0,1146799,72874,72874,59561,7155,10,0,1462,388,1,1,1475,388,1,1,1475,4,1,1,229
random_v1_164,random_v1,train,E->F|evm|fund:ef,CTLCOnly,single-level,1,1,1,1,0,1123899,68735,68735,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_164,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1376910,84598,84598,59539,8009,19,0,2688,612,1,1,2309,612,1,1,2309,4,1,1,224
random_v1_165,random_v1,train,B->D|evm|fund:bd,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1239462,71617,71617,59539,7817,13,0,2160,324,1,1,1241,324,1,1,1241,4,1,1,224
random_v1_165,random_v1,train,C->D|evm|fund:cd,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1239462,71641,71641,59539,7817,13,0,2160,324,1,1,1241,324,1,1,1241,4,1,1,224
random_v1_165,random_v1,train,D->A|evm|fund:da,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1193638,67334,67334,59539,7753,11,0,1984,228,1,1,885,228,1,1,885,4,1,1,224
random_v1_165,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1285274,75948,75948,59539,7881,15,0,2336,420,1,1,1597,420,1,1,1597,4,1,1,224
random_v1_165,random_v1,train,C->B|evm|fund:cb,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1285286,75948,75948,59539,7881,15,0,2336,420,1,1,1597,420,1,1,1597,4,1,1,224
random_v1_166,random_v1,train,G->A|evm|fund:ga,CTLCOnly,single-level,1,1,1,1,0,1100975,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_166,random_v1,train,D->E|evm|fund:de,CTLCMultipleEdges,single-level+multi-option,1,3,3,3,0,1446177,80267,80267,59539,8137,22,0,3169,516,1,1,1953,516,1,1,1953,4,1,1,224
random_v1_166,random_v1,train,C->D|evm|fund:cd,CTLCMultipleEdges,single-level+multi-option,1,6,6,6,0,1928826,84598,84598,59539,8905,43,0,5668,612,1,1,2309,612,1,1,2309,4,1,1,224
random_v1_166,random_v1,train,C->E|evm|fund:ce,CTLCMultipleEdges,single-level+multi-option,1,3,3,3,0,1446177,80267,80267,59539,8137,22,0,3169,516,1,1,1953,516,1,1,1953,4,1,1,224
random_v1_166,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,multi-level+multi-option,2,3|6,9,6,1,2526870,84598,141843,112464,9865,69,0,8969,612,1,1,2309,744,2,1,2965,40,2,1,524
random_v1_166,random_v1,train,F->G|evm|fund:fg,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_166,random_v1,train,E->F|evm|fund:ef,CTLCMultipleEdges,single-level+multi-option,1,3,3,3,0,1377453,75936,75936,59539,8041,19,0,2905,420,1,1,1597,420,1,1,1597,4,1,1,224
random_v1_167,random_v1,train,E->A|evm|fund:ea,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_167,random_v1,train,C->B|evm|fund:cb,CTLCOnly,single-level,1,1,1,1,0,1146811,72874,72874,59561,7155,10,0,1462,388,1,1,1475,388,1,1,1475,4,1,1,229
random_v1_167,random_v1,train,C->D|evm|fund:cd,CTLCOnly,single-level,1,1,1,1,0,1146799,72874,72874,59561,7155,10,0,1462,388,1,1,1475,388,1,1,1475,4,1,1,229
random_v1_167,random_v1,train,D->E|evm|fund:de,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_167,random_v1,train,D->C|evm|fund:dc,CTLCOnly,single-level,1,1,1,1,0,1169711,77013,77013,59561,7187,11,0,1550,484,1,1,1816,484,1,1,1816,4,1,1,229
random_v1_167,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,single-level+multi-option,1,3,3,3,0,1446189,80267,80267,59539,8137,22,0,3169,516,1,1,1953,516,1,1,1953,4,1,1,224
random_v1_167,random_v1,train,B->E|evm|fund:be,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_168,random_v1,train,G->A|evm|fund:ga,CTLCOnly,single-level,1,1,1,1,0,1100975,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_168,random_v1,train,D->E|evm|fund:de,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1331110,80255,80255,59539,7945,17,0,2512,516,1,1,1953,516,1,1,1953,4,1,1,224
random_v1_168,random_v1,train,C->D|evm|fund:cd,CTLCMultipleEdges,multi-level+multi-option,2,1|2,3,2,1,1515500,75948,137535,112464,8265,25,0,3795,420,1,1,1597,648,2,1,2609,40,2,1,524
random_v1_168,random_v1,train,D->G|evm|fund:dg,CTLCOnly,single-level,1,1,1,1,0,1123887,68735,68735,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_168,random_v1,train,B->E|evm|fund:be,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1331110,80267,80267,59539,7945,17,0,2512,516,1,1,1953,516,1,1,1953,4,1,1,224
random_v1_168,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,multi-level+multi-option,2,1|2,3,2,1,1584272,80267,141843,112464,8361,28,0,4059,516,1,1,1953,744,2,1,2965,40,2,1,524
random_v1_168,random_v1,train,E->B|evm|fund:eb,CTLCOnly,single-level,1,1,1,1,0,1192635,81164,81164,59561,7219,12,0,1638,580,1,1,2157,580,1,1,2157,4,1,1,229
random_v1_168,random_v1,train,F->G|evm|fund:fg,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_168,random_v1,train,E->F|evm|fund:ef,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1285286,75936,75936,59539,7881,15,0,2336,420,1,1,1597,420,1,1,1597,4,1,1,224
random_v1_169,random_v1,train,D->F|evm|fund:df,CTLCOnly,single-level,1,1,1,1,0,1123887,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_169,random_v1,train,D->E|evm|fund:de,CTLCMultipleEdges,single-level+multi-option,1,3,3,3,0,1377441,75948,75948,59539,8041,19,0,2905,420,1,1,1597,420,1,1,1597,4,1,1,224
random_v1_169,random_v1,train,C->D|evm|fund:cd,CTLCMultipleEdges,multi-level+multi-option,2,1|3,4,3,1,1584779,75948,133204,112464,8393,28,0,4276,420,1,1,1597,552,2,1,2253,40,2,1,524
random_v1_169,random_v1,train,F->A|evm|fund:fa,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_169,random_v1,train,C->E|evm|fund:ce,CTLCMultipleEdges,single-level+multi-option,1,3,3,3,0,1377441,75948,75948,59539,8041,19,0,2905,420,1,1,1597,420,1,1,1597,4,1,1,224
random_v1_169,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,multi-level+multi-option,2,4|3,7,4,1,2021664,80267,137535,112464,9097,47,0,6599,516,1,1,1953,648,2,1,2609,40,2,1,524
random_v1_169,random_v1,train,E->B|evm|fund:eb,CTLCOnly,single-level,1,1,1,1,0,1192635,81164,81164,59561,7219,12,0,1638,580,1,1,2157,580,1,1,2157,4,1,1,229
random_v1_169,random_v1,train,E->F|evm|fund:ef,CTLCMultipleEdges,single-level+multi-option,1,3,3,3,0,1308717,71629,71629,59539,7945,16,0,2641,324,1,1,1241,324,1,1,1241,4,1,1,224
random_v1_17,random_v1,train,B->D|evm|fund:bd,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1285274,75948,75948,59539,7881,15,0,2336,420,1,1,1597,420,1,1,1597,4,1,1,224
random_v1_17,random_v1,train,D->E|evm|fund:de,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1239462,71641,71641,59539,7817,13,0,2160,324,1,1,1241,324,1,1,1241,4,1,1,224
random_v1_17,random_v1,train,E->A|evm|fund:ea,CTLCOnly,single-level,1,1,1,1,0,1100975,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_17,random_v1,train,C->D|evm|fund:cd,CTLCMultipleEdges,single-level+multi-option,1,2,2,2,0,1285286,75948,75948,59539,7881,15,0,2336,420,1,1,1597,420,1,1,1597,4,1,1,224
random_v1_17,random_v1,train,C->E|evm|fund:ce,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_17,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,multi-level+multi-option,2,1|2,3,2,1,1469700,75948,133204,112464,8201,23,0,3619,420,1,1,1597,552,2,1,2253,40,2,1,524
random_v1_17,random_v1,train,B->E|evm|fund:be,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_170,random_v1,train,E->A|evm|fund:ea,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_170,random_v1,train,C->B|evm|fund:cb,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_170,random_v1,train,C->D|evm|fund:cd,CTLCOnly,single-level,1,1,1,1,0,1146811,72874,72874,59561,7155,10,0,1462,388,1,1,1475,388,1,1,1475,4,1,1,229
random_v1_170,random_v1,train,B->A|evm|fund:ba,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_170,random_v1,train,D->E|evm|fund:de,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_170,random_v1,train,B->C|evm|fund:bc,CTLCOnly,single-level,1,1,1,1,0,1169723,77013,77013,59561,7187,11,0,1550,484,1,1,1816,484,1,1,1816,4,1,1,229
random_v1_171,random_v1,train,G->A|evm|fund:ga,CTLCOnly,single-level,1,1,1,1,0,1100975,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_171,random_v1,train,C->D|evm|fund:cd,CTLCMultipleEdges,single-level+multi-option,1,3,3,3,0,1514937,84598,84598,59539,8233,25,0,3433,612,1,1,2309,612,1,1,2309,4,1,1,224
random_v1_171,random_v1,train,D->E|evm|fund:de,CTLCOnly,single-level,1,1,1,1,0,1169723,77013,77013,59561,7187,11,0,1550,484,1,1,1816,484,1,1,1816,4,1,1,229
random_v1_171,random_v1,train,B->F|evm|fund:bf,CTLCOnly,single-level,1,1,1,1,0,1146799,72862,72862,59561,7155,10,0,1462,388,1,1,1475,388,1,1,1475,4,1,1,229
random_v1_171,random_v1,train,C->E|evm|fund:ce,CTLCOnly,single-level,1,1,1,1,0,1169723,77013,77013,59561,7187,11,0,1550,484,1,1,1816,484,1,1,1816,4,1,1,229
random_v1_171,random_v1,train,E->F|evm|fund:ef,CTLCOnly,single-level,1,1,1,1,0,1146811,72862,72862,59561,7155,10,0,1462,388,1,1,1475,388,1,1,1475,4,1,1,229
random_v1_171,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,multi-level+multi-option,2,1|3,4,3,1,1768063,84598,141843,112464,8649,36,0,4980,612,1,1,2309,744,2,1,2965,40,2,1,524
random_v1_171,random_v1,train,F->G|evm|fund:fg,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_171,random_v1,train,B->E|evm|fund:be,CTLCOnly,single-level,1,1,1,1,0,1169711,77013,77013,59561,7187,11,0,1550,484,1,1,1816,484,1,1,1816,4,1,1,229
random_v1_172,random_v1,train,D->A|evm|fund:da,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_172,random_v1,train,C->D|evm|fund:cd,CTLCMultipleEdges,single-level+multi-option,1,3,3,3,0,1308717,71641,71641,59539,7945,16,0,2641,324,1,1,1241,324,1,1,1241,4,1,1,224
random_v1_172,random_v1,train,B->A|evm|fund:ba,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_172,random_v1,train,B->D|evm|fund:bd,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_172,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,single-level+multi-option,1,3,3,3,0,1377441,75948,75948,59539,8041,19,0,2905,420,1,1,1597,420,1,1,1597,4,1,1,224
random_v1_173,random_v1,train,E->A|evm|fund:ea,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_173,random_v1,train,C->D|evm|fund:cd,CTLCOnly,multi-level,3,1|1|1,3,1,2,1445913,72874,169982,148367,7635,23,0,3330,388,1,1,1475,652,3,1,2767,76,3,1,839
random_v1_173,random_v1,train,E->C|evm|fund:ec,CTLCOnly,single-level,1,1,1,1,0,1169723,77013,77013,59561,7187,11,0,1550,484,1,1,1816,484,1,1,1816,4,1,1,229
random_v1_173,random_v1,train,F->A|evm|fund:fa,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_173,random_v1,train,D->E|evm|fund:de,CTLCOnly,multi-level,4,1|1|1|1,4,1,3,1538184,68747,205841,184226,7795,27,0,4044,292,1,1,1134,688,4,1,3072,112,4,1,1144
random_v1_173,random_v1,train,B->F|evm|fund:bf,CTLCOnly,single-level,1,1,1,1,0,1123899,68747,68747,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_173,random_v1,train,B->E|evm|fund:be,CTLCMultipleEdges,multi-level+multi-option,2,2|2,4,2,1,1470219,71641,128873,112464,8233,23,0,3836,324,1,1,1241,456,2,1,1897,40,2,1,524
random_v1_173,random_v1,train,E->F|evm|fund:ef,CTLCOnly,single-level,1,1,1,1,0,1123887,68735,68735,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_173,random_v1,train,B->C|evm|fund:bc,CTLCOnly,multi-level,2,1|1,2,1,1,1330718,77013,134123,112508,7443,18,0,2528,484,1,1,1816,616,2,1,2462,40,2,1,534
random_v1_173,random_v1,train,E->B|evm|fund:eb,CTLCOnly,single-level,1,1,1,1,0,1146811,72874,72874,59561,7155,10,0,1462,388,1,1,1475,388,1,1,1475,4,1,1,229
random_v1_173,random_v1,train,C->B|evm|fund:cb,CTLCMultipleEdges,multi-level+multi-option,2,3|2,5,3,1,1654046,75948,133204,112464,8521,31,0,4757,420,1,1,1597,552,2,1,2253,40,2,1,524
random_v1_174,random_v1,train,C->D|evm|fund:cd,CTLCOnly,single-level,1,1,1,1,0,1169711,77013,77013,59561,7187,11,0,1550,484,1,1,1816,484,1,1,1816,4,1,1,229
random_v1_174,random_v1,train,F->A|evm|fund:fa,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
random_v1_174,random_v1,train,D->E|evm|fund:de,CTLCOnly,single-level,1,1,1,1,0,1146811,72874,72874,59561,7155,10,0,1462,388,1,1,1475,388,1,1,1475,4,1,1,229
random_v1_174,random_v1,train,C->E|evm|fund:ce,CTLCOnly,single-level,1,1,1,1,0,1146811,72874,72874,59561,7155,10,0,1462,388,1,1,1475,388,1,1,1475,4,1,1,229
random_v1_174,random_v1,train,D->C|evm|fund:dc,CTLCOnly,single-level,1,1,1,1,0,1169711,77013,77013,59561,7187,11,0,1550,484,1,1,1816,484,1,1,1816,4,1,1,229
random_v1_174,random_v1,train,E->F|evm|fund:ef,CTLCOnly,single-level,1,1,1,1,0,1123887,68735,68735,59561,7123,9,0,1374,292,1,1,1134,292,1,1,1134,4,1,1,229
random_v1_174,random_v1,train,B->C|evm|fund:bc,CTLCMultipleEdges,multi-level+multi-option,2,2|2,4,2,1,1653503,80267,137535,112464,8489,31,0,4540,516,1,1,1953,648,2,1,2609,40,2,1,524
random_v1_175,random_v1,train,C->D|evm|fund:cd,CTLCOnly,single-level,1,1,1,1,0,1169699,77013,77013,59561,7187,11,0,1550,484,1,1,1816,484,1,1,1816,4,1,1,229
random_v1_175,random_v1,train,C->A|evm|fund:ca,CTLCOnly,single-level,1,1,1,1,0,1100987,64620,64620,59561,7091,8,0,1286,196,1,1,793,196,1,1,793,4,1,1,229
